token_GN	lemma_NL	upos	line	note	check
			0	NA	NA
t	het	PRON	61	NA	NA
Duurswold	Duurswoud	VERB	61	NA	NA
.	.	PUNCT	61	NA	NA
t	het	PRON	61	NA	NA
Stadsgrunnegs	Stadsgronings	PROPN	61	NA	NA
en	en	CCONJ	61	NA	NA
t	het	DET	61	NA	NA
Noordvelds	Noordvelds	PROPN	61	NA	NA
wazzen	zijn	AUX	61	NA	NA
vrouger	vroeger	ADJ	61	NA	NA
middelkerwies	natuurlijk	ADV	61	NA	NA
ain	één	DET	61	NA	NA
dialektgroep	ialektgroep	NOUN	61	NA	NA
,	,	PUNCT	61	NA	NA
mòr	mòr	NOUN	61	NA	NA
deur	door	ADP	61	NA	NA
ienvlouden	ienvlouden	NOUN	61	NA	NA
van	van	ADP	61	NA	NA
t	het	DET	61	NA	NA
Drìnts	drìnt	NOUN	61	NA	NA
op	op	ADP	61	NA	NA
t	het	DET	61	NA	NA
Noordenvelds	Noordenvelds	NOUN	61	NA	NA
en	en	CCONJ	61	NA	NA
ienvlouden	ienvlouden	NOUN	61	NA	NA
van	van	ADP	61	NA	NA
t	het	DET	61	NA	NA
Hoogelaandsters	Hoogelaandster	NOUN	61	NA	NA
op	op	ADP	61	NA	NA
t	het	DET	61	NA	NA
Stadsgrunnegs	Stadsgronings	PROPN	61	NA	NA
binnen	zijn	AUX	61	NA	NA
zai	zij	PRON	61	NA	NA
laanksoam	laankzaam	ADJ	61	NA	NA
oetnkander	oetnkand	NOUN	61	NA	NA
gruid	groeien	VERB	61	NA	NA
.	.	PUNCT	61	NA	NA
t	het	PRON	61	NA	NA
Dialekt	Dialekken	VERB	61	NA	NA
van	van	ADP	61	NA	NA
Hoaren	Haring	PROPN	61	NA	NA
,	,	PUNCT	61	NA	NA
Eel-Potterwold	Eel-Potterwoud	PROPN	61	NA	NA
en	en	CCONJ	61	NA	NA
Glimmen	Glimen	PROPN	61	NA	NA
kin	kunnen	AUX	61	NA	NA
as	als	SCONJ	61	NA	NA
overgangs	overgangs	ADV	61	NA	NA
dialekt	dialect	ADV	61	NA	NA
zain	zien	VERB	61	NA	NA
worden	worden	AUX	61	NA	NA
.	.	PUNCT	61	NA	NA
Ien	in	ADP	62	NA	NA
tegenstêllen	tegenstêlling	VERB	62	NA	NA
tot	toe	ADP	62	NA	NA
de	de	DET	62	NA	NA
maiste	veel	ADV	62	NA	NA
aander	ander	ADJ	62	NA	NA
dialektgroepen	dialektgroepen	VERB	62	NA	NA
ien	in	ADP	62	NA	NA
Nederlaand	Nederland	PROPN	62	NA	NA
,	,	PUNCT	62	NA	NA
bestoan	bestaan	VERB	62	NA	NA
der	er	ADV	62	NA	NA
ien	in	ADP	62	NA	NA
Grunnen	Groningen	PROPN	62	NA	NA
binoa	bina	ADP	62	NA	NA
gain	niet	DET	62	NA	NA
echte	echt	ADJ	62	NA	NA
dörpsdialekten	dörpsdialekten	NOUN	62	NA	NA
.	.	PUNCT	62	NA	NA
De	de	DET	63	NA	NA
Grunnegse	Gronings	NOUN	63	NA	NA
dialekten	dialekten	VERB	63	NA	NA
binnen	zijn	AUX	63	NA	NA
veurnoamelk	veurnt	ADJ	63	NA	NA
streekdialekten	streekdialekten	NOUN	63	NA	NA
.	.	PUNCT	63	NA	NA
Dit	dit	PRON	64	NA	NA
komt	komen	VERB	64	NA	NA
woarschienlek	woarschienlijk	ADJ	64	NA	NA
deurdat	deurdat	NOUN	64	NA	NA
,	,	PUNCT	64	NA	NA
veuraal	vooral	ADV	64	NA	NA
ien	in	ADP	64	NA	NA
t	het	DET	64	NA	NA
klaaigebied	klaaigebied	NOUN	64	NA	NA
van	van	ADP	64	NA	NA
noordelk	noordelijk	ADJ	64	NA	NA
Grunnen	Groningen	PROPN	64	NA	NA
,	,	PUNCT	64	NA	NA
dörpen	dörpen	VERB	64	NA	NA
reloatief	reloatijf	NOUN	64	NA	NA
dicht	dicht	ADJ	64	NA	NA
bie	bij	ADP	64	NA	NA
nkander	elkaar	PRON	64	NA	NA
liggen	liggen	VERB	64	NA	NA
.	.	PUNCT	64	NA	NA
Ook	ook	ADV	65	NA	NA
was	zijn	AUX	65	NA	NA
der	er	ADV	65	NA	NA
vrouger	vroeger	ADJ	65	NA	NA
al	al	ADV	65	NA	NA
nait	niet	PART	65	NA	NA
dusdoaneg	dusdoanig	ADJ	65	NA	NA
veul	veel	ADV	65	NA	NA
bedrieveghaid	bedrijvigheid	NOUN	65	NA	NA
dat	dat	PRON	65	NA	NA
dörpen	dörpen	VERB	65	NA	NA
heurzulf	haarzelf	PRON	65	NA	NA
redden	redden	VERB	65	NA	NA
konden	kunnen	VERB	65	NA	NA
zunder	zonder	ADP	65	NA	NA
kontakt	contact	NOUN	65	NA	NA
mit	met	ADP	65	NA	NA
aander	ander	ADJ	65	NA	NA
dörpen	dörpen	NOUN	65	NA	NA
.	.	PUNCT	65	NA	NA
Op	op	ADP	66	NA	NA
de	de	DET	66	NA	NA
zaandgronden	zaandgrond	NOUN	66	NA	NA
was	zijn	AUX	66	NA	NA
dit	dit	PRON	66	NA	NA
aans	anders	ADV	66	NA	NA
.	.	PUNCT	66	NA	NA
t	het	PRON	66	NA	NA
Zudelke	Zudelk	DET	66	NA	NA
dail	deel	NOUN	66	NA	NA
van	van	ADP	66	NA	NA
t	het	DET	66	NA	NA
Westerkertaaier	Westerkertaaier	PROPN	66	NA	NA
worden	worden	AUX	66	NA	NA
meer	veel	ADV	66	NA	NA
verschaaidene	verschaaidjn	ADJ	66	NA	NA
dialekten	dialekten	NOUN	66	NA	NA
proat	spreken	VERB	66	NA	NA
en	en	CCONJ	66	NA	NA
van	van	ADP	66	NA	NA
oldsheer	oldshaar	NOUN	66	NA	NA
haar	hebben	VERB	66	NA	NA
Westerwòlde	Westerwòllen	PROPN	66	NA	NA
wel	wel	ADV	66	NA	NA
dörpsdialekten	dörpsdialekten	VERB	66	NA	NA
.	.	PUNCT	66	NA	NA
Ien	in	ADP	67	NA	NA
de	de	DET	67	NA	NA
lêste	lê	ADJ	67	NA	NA
150	150	NUM	67	NA	NA
joar	jaar	NOUN	67	NA	NA
binnen	zijn	AUX	67	NA	NA
de	de	DET	67	NA	NA
dialekten	dialekten	NOUN	67	NA	NA
aal	al	ADV	67	NA	NA
dichter	dicht	ADJ	67	NA	NA
noar	naar	ADP	67	NA	NA
mekoar	elkaar	PRON	67	NA	NA
tougruid	tougroeien	VERB	67	NA	NA
.	.	PUNCT	67	NA	NA
De	de	DET	68	NA	NA
ainhaid	ainhaid	NOUN	68	NA	NA
van	van	ADP	68	NA	NA
de	de	DET	68	NA	NA
noar	naar	ADP	68	NA	NA
mekoar	elkaar	PRON	68	NA	NA
tougruide	tegetougroet	VERB	68	NA	NA
dialekten	dialekten	NOUN	68	NA	NA
nuimt	noemen	VERB	68	NA	NA
man	man	NOUN	68	NA	NA
n	een	DET	68	NA	NA
regiolekt	regiolekken	NOUN	68	NA	NA
.	.	PUNCT	68	NA	NA
Noast	naast	ADP	69	NA	NA
geogroafische	geogroafischij	DET	69	NA	NA
veschillen	veschillen	NOUN	69	NA	NA
binnen	zijn	AUX	69	NA	NA
der	er	ADV	69	NA	NA
ook	ook	ADV	69	NA	NA
verschillen	verschillen	VERB	69	NA	NA
tuzzen	tussen	ADP	69	NA	NA
leeftiedsgroepen	leeftiedsgrojpen	VERB	69	NA	NA
en	en	CCONJ	69	NA	NA
tuzzen	tussen	ADP	69	NA	NA
de	de	DET	69	NA	NA
verschillende	verschillend	ADJ	69	NA	NA
loagen	laag	NOUN	69	NA	NA
van	van	ADP	69	NA	NA
de	de	DET	69	NA	NA
moatschoppij	moatschoppij	NOUN	69	NA	NA
en	en	CCONJ	69	NA	NA
de	de	DET	69	NA	NA
verschaaidene	verschaaidjn	ADJ	69	NA	NA
affeers	ffeers	NOUN	69	NA	NA
.	.	PUNCT	69	NA	NA
			0	NA	NA
Westlaauwers	Westlaauwer	ADV	70	NA	NA
Frais	Frais	PROPN	70	NA	NA
Author	Author	PROPN	70	NA	NA
:	:	PUNCT	70	NA	NA
B.	B	PROPN	70	NA	NA
Dijkstra	Dijkstra	PROPN	71	NA	NA
,	,	PUNCT	71	NA	NA
and	and	ADV	71	NA	NA
others	other	NOUN	71	NA	NA
Year	Year	ADV	71	NA	NA
			0	NA	NA
:	:	PUNCT	72	NA	NA
2020	2020	NUM	72	NA	NA
			0	NA	NA
Number	Number	NOUN	73	NA	NA
:	:	PUNCT	73	NA	NA
Wikipedia	Wikipedia	PROPN	73	NA	NA
Q27175	Q27175	NUM	73	NA	NA
Westlaauwers	Westlaauwer	PROPN	73	NA	NA
Frais	Frais	PROPN	73	NA	NA
(	(	PUNCT	73	NA	NA
of	of	CCONJ	73	NA	NA
gewoon	gewoon	ADJ	73	NA	NA
Frais	Frais	PROPN	73	NA	NA
,	,	PUNCT	73	NA	NA
in	in	ADP	73	NA	NA
de	de	DET	73	NA	NA
toal	taal	NOUN	73	NA	NA
zulf	zelf	ADV	73	NA	NA
Frysk	Frysk	PROPN	73	NA	NA
)	)	PUNCT	73	NA	NA
is	zijn	AUX	73	NA	NA
n	een	DET	73	NA	NA
toal	taal	NOUN	73	NA	NA
dij	die	PRON	73	NA	NA
heurt	horen	VERB	73	NA	NA
bie	bij	ADP	73	NA	NA
Noordwestgermoanse	Noordwestgermoans	DET	73	NA	NA
toek	toek	NOUN	73	NA	NA
van	van	ADP	73	NA	NA
Westgermoanse	Westgermaans	PROPN	73	NA	NA
toaln	tollen	NOUN	73	NA	NA
.	.	PUNCT	73	NA	NA
Deur	door	ADP	74	NA	NA
toalkundegen	toalkundeg	NOUN	74	NA	NA
wordt	worden	AUX	74	NA	NA
maisttied	meestal	ADV	74	NA	NA
Westerlaauwers	Westerlaauwer	PROPN	74	NA	NA
Frais	Frais	PROPN	74	NA	NA
nuimd	noemen	VERB	74	NA	NA
.	.	PUNCT	74	NA	NA
In	in	ADP	75	NA	NA
boetenlaand	boetenland	NOUN	75	NA	NA
staait	staan	VERB	75	NA	NA
t	het	PRON	75	NA	NA
veuraal	vooral	ADV	75	NA	NA
bekind	bekend	ADJ	75	NA	NA
as	als	SCONJ	75	NA	NA
Westfrais	Westfrais	PROPN	75	NA	NA
,	,	PUNCT	75	NA	NA
moar	maar	CCONJ	75	NA	NA
in	in	ADP	75	NA	NA
			0	NA	NA
Nederlaand	Nederland	PROPN	76	NA	NA
het	hebben	AUX	76	NA	NA
Westfrais	Westfrais	PROPN	76	NA	NA
andere	ander	ADJ	76	NA	NA
betaikenis	betaikenis	NOUN	76	NA	NA
.	.	PUNCT	76	NA	NA
Op	op	ADP	77	NA	NA
dizze	deze	DET	77	NA	NA
pagina	pagina	NOUN	77	NA	NA
wordt	worden	AUX	77	NA	NA
de	de	DET	77	NA	NA
noam	naam	NOUN	77	NA	NA
"	"	PUNCT	77	NA	NA
Frais	Frais	PROPN	77	NA	NA
"	"	PUNCT	77	NA	NA
aanholden	aanholden	VERB	77	NA	NA
.	.	PUNCT	77	NA	NA
Frais	Frais	ADV	78	NA	NA
is	zijn	AUX	78	NA	NA
naauw	nauw	ADJ	78	NA	NA
verbonden	verbinden	VERB	78	NA	NA
aan	aan	ADP	78	NA	NA
baaide	beide	DET	78	NA	NA
aandere	ander	ADJ	78	NA	NA
Fraise	Frees	ADJ	78	NA	NA
toalen	taal	NOUN	78	NA	NA
,	,	PUNCT	78	NA	NA
t	het	DET	78	NA	NA
Selterfrais	Selterfrais	NOUN	78	NA	NA
en	en	CCONJ	78	NA	NA
t	het	DET	78	NA	NA
Noordfrais	Noordfrais	PROPN	78	NA	NA
.	.	PUNCT	78	NA	NA
Wieder	verder	ADJ	79	NA	NA
is	zijn	AUX	79	NA	NA
			0	NA	NA
Frais	Frais	NOUN	80	NA	NA
van	van	ADP	80	NA	NA
oorsprong	oorsprong	NOUN	80	NA	NA
ook	ook	ADV	80	NA	NA
naauw	nauw	ADJ	80	NA	NA
verbonden	verbinden	VERB	80	NA	NA
aan	aan	ADP	80	NA	NA
t	het	DET	80	NA	NA
Oldengels	Oldengels	PROPN	80	NA	NA
,	,	PUNCT	80	NA	NA
Engels	Engels	PROPN	80	NA	NA
en	en	CCONJ	80	NA	NA
Skots	Skots	PROPN	80	NA	NA
.	.	PUNCT	80	NA	NA
Deur	door	ADP	81	NA	NA
aivenlaange	aivenlaange	ADJ	81	NA	NA
oafzönderlke	oafzönderlijk	NOUN	81	NA	NA
ontwikkeln	ontwikkelen	VERB	81	NA	NA
-	-	PUNCT	81	NA	NA
zowel	zowel	PRON	81	NA	NA
dij	die	PRON	81	NA	NA
van	van	ADP	81	NA	NA
de	de	DET	81	NA	NA
Angelsaksische	Angelsaksische	PROPN	81	NA	NA
toalen	taal	NOUN	81	NA	NA
op	op	ADP	81	NA	NA
Britse	Brits	PROPN	81	NA	NA
Aailanden	Aailanden	PROPN	81	NA	NA
,	,	PUNCT	81	NA	NA
as	als	SCONJ	81	NA	NA
dij	die	PRON	81	NA	NA
van	van	ADP	81	NA	NA
Frais	Frais	PROPN	81	NA	NA
op	op	ADP	81	NA	NA
kontinìnt	kontinìnt	NOUN	81	NA	NA
-	-	PUNCT	81	NA	NA
het	hebben	AUX	81	NA	NA
t	het	PRON	81	NA	NA
tegenswoordege	tegenswoordig	ADP	81	NA	NA
Frais	Frais	PROPN	81	NA	NA
aigelks	eegels	ADV	81	NA	NA
meer	veel	ADV	81	NA	NA
gemain	gemeen	ADJ	81	NA	NA
mit	met	ADP	81	NA	NA
Nederlaands	Nederlaands	PROPN	81	NA	NA
as	als	SCONJ	81	NA	NA
mit	met	ADP	81	NA	NA
Engels	Engels	PROPN	81	NA	NA
.	.	PUNCT	81	NA	NA
Frais	Frais	ADV	82	NA	NA
wordt	worden	AUX	82	NA	NA
proat	spreken	VERB	82	NA	NA
op	op	ADP	82	NA	NA
vastelaand	vasteland	NOUN	82	NA	NA
van	van	ADP	82	NA	NA
de	de	DET	82	NA	NA
Nederlaandse	Nederlaands	ADJ	82	NA	NA
provìnzie	provìnzie	NOUN	82	NA	NA
Fraislaand	Fraisland	PROPN	82	NA	NA
,	,	PUNCT	82	NA	NA
mit	met	ADP	82	NA	NA
oetzöndern	oetzönderen	NOUN	82	NA	NA
van	van	ADP	82	NA	NA
de	de	DET	82	NA	NA
Stellenwaarven	Stellenwaarven	NOUN	82	NA	NA
in	in	ADP	82	NA	NA
zuudoosten	zuudoost	NOUN	82	NA	NA
,	,	PUNCT	82	NA	NA
oostelk	oostelijk	ADJ	82	NA	NA
Kölmerlaand	Kölmerland	PROPN	82	NA	NA
in	in	ADP	82	NA	NA
noordoosten	noordoost	NOUN	82	NA	NA
en	en	CCONJ	82	NA	NA
t	het	DET	82	NA	NA
Bilt	bilt	PROPN	82	NA	NA
(	(	PUNCT	82	NA	NA
olle	oud	ADJ	82	NA	NA
monden	mond	NOUN	82	NA	NA
van	van	ADP	82	NA	NA
Middelzee	Middelzeggen	PROPN	82	NA	NA
)	)	PUNCT	82	NA	NA
in	in	ADP	82	NA	NA
noorden	noorden	NOUN	82	NA	NA
.	.	PUNCT	82	NA	NA
Op	op	ADP	83	NA	NA
de	de	DET	83	NA	NA
Waddenaailanden	Waddenaailand	NOUN	83	NA	NA
wordt	worden	AUX	83	NA	NA
Frais	Frais	PROPN	83	NA	NA
proat	spreken	VERB	83	NA	NA
op	op	ADP	83	NA	NA
Schiermunksoog	Schiermunksoog	PROPN	83	NA	NA
moar	maar	CCONJ	83	NA	NA
nait	niet	PART	83	NA	NA
op	op	ADP	83	NA	NA
Amelaand	Ameland	PROPN	83	NA	NA
en	en	CCONJ	83	NA	NA
Vlielaand	Vlieland	PROPN	83	NA	NA
.	.	PUNCT	83	NA	NA
Op	op	ADP	84	NA	NA
Schèlln	Schèllen	VERB	84	NA	NA
wordt	worden	AUX	84	NA	NA
t	het	PRON	84	NA	NA
allend	allend	ADV	84	NA	NA
proat	spreken	VERB	84	NA	NA
op	op	ADP	84	NA	NA
de	de	DET	84	NA	NA
oostelke	oostelijk	NOUN	84	NA	NA
en	en	CCONJ	84	NA	NA
westelke	westelijk	NOUN	84	NA	NA
oetìnden	oetìnd	VERB	84	NA	NA
van	van	ADP	84	NA	NA
t	het	DET	84	NA	NA
aailaand	eiland	NOUN	84	NA	NA
,	,	PUNCT	84	NA	NA
moar	maar	CCONJ	84	NA	NA
nait	niet	PART	84	NA	NA
in	in	ADP	84	NA	NA
midden	midden	NOUN	84	NA	NA
van	van	ADP	84	NA	NA
Schèlln	schèlln	NOUN	84	NA	NA
,	,	PUNCT	84	NA	NA
in	in	ADP	84	NA	NA
t	het	DET	84	NA	NA
gebied	gebied	NOUN	84	NA	NA
om	om	ADP	84	NA	NA
Midslaand	Midsland	PROPN	84	NA	NA
hìn	heen	ADP	84	NA	NA
.	.	PUNCT	84	NA	NA
Wieder	verder	ADJ	85	NA	NA
wordt	worden	AUX	85	NA	NA
t	het	PRON	85	NA	NA
ook	ook	ADV	85	NA	NA
nog	nog	ADV	85	NA	NA
			0	NA	NA
proat	spreken	VERB	86	NA	NA
in	in	ADP	86	NA	NA
n	een	DET	86	NA	NA
lutk	lutijk	ADJ	86	NA	NA
paart	parkt	NOUN	86	NA	NA
van	van	ADP	86	NA	NA
provìnzie	provìnzie	NOUN	86	NA	NA
Grunnen	Groningen	PROPN	86	NA	NA
,	,	PUNCT	86	NA	NA
van	van	ADP	86	NA	NA
Fraise	Fraise	DET	86	NA	NA
grèns	grèn	NOUN	86	NA	NA
tot	toe	ADP	86	NA	NA
de	de	DET	86	NA	NA
plakken	plak	NOUN	86	NA	NA
Moarum	Moarum	PROPN	86	NA	NA
,	,	PUNCT	86	NA	NA
De	de	DET	86	NA	NA
Wilp	Wilp	NOUN	86	NA	NA
en	en	CCONJ	86	NA	NA
De	de	DET	86	NA	NA
Penne	Penne	PROPN	86	NA	NA
tou	toe	ADP	86	NA	NA
.	.	PUNCT	86	NA	NA
			0	NA	NA
Frais	Frais	PRON	87	NA	NA
wordt	worden	AUX	87	NA	NA
in	in	ADP	87	NA	NA
provìnzie	provìnzie	NOUN	87	NA	NA
Fraislaand	Fraisland	PROPN	87	NA	NA
as	als	SCONJ	87	NA	NA
mouertoal	mouertaal	NOUN	87	NA	NA
proat	spreken	VERB	87	NA	NA
deur	door	ADP	87	NA	NA
347.000	347.000	NUM	87	NA	NA
mìnsken	mìnssen	NOUN	87	NA	NA
,	,	PUNCT	87	NA	NA
oftewel	oftewel	ADV	87	NA	NA
deur	door	ADP	87	NA	NA
55	55	NUM	87	NA	NA
%	%	PUNCT	87	NA	NA
			0	NA	NA
van	van	ADP	88	NA	NA
inwoner	inwoder	NOUN	88	NA	NA
.	.	PUNCT	88	NA	NA
In	in	ADP	89	NA	NA
noaberske	buurvrouw	NOUN	89	NA	NA
Grunnen	Groningen	PROPN	89	NA	NA
wordt	worden	AUX	89	NA	NA
t	het	PRON	89	NA	NA
proat	spreken	VERB	89	NA	NA
deur	door	ADP	89	NA	NA
sikkom	bijna	ADV	89	NA	NA
3.000	3.000	NUM	89	NA	NA
minsken	minssen	NOUN	89	NA	NA
.	.	PUNCT	89	NA	NA
Boeten	buiten	ADP	90	NA	NA
aaigens	eigens	DET	90	NA	NA
toalgebied	toalgebussen	NOUN	90	NA	NA
wordt	worden	AUX	90	NA	NA
t	het	PRON	90	NA	NA
proat	spreken	VERB	90	NA	NA
deur	door	ADP	90	NA	NA
sikkom	bijna	ADV	90	NA	NA
150.000	150.000	NUM	90	NA	NA
minsken	minssen	NOUN	90	NA	NA
in	in	ADP	90	NA	NA
de	de	DET	90	NA	NA
rest	rest	NOUN	90	NA	NA
van	van	ADP	90	NA	NA
Nederlaand	Nederland	PROPN	90	NA	NA
,	,	PUNCT	90	NA	NA
veurnoamelk	veurnoamelk	ADV	90	NA	NA
in	in	ADP	90	NA	NA
Raandstad	Raandgroningen	PROPN	90	NA	NA
,	,	PUNCT	90	NA	NA
in	in	ADP	90	NA	NA
stad	stad	NOUN	90	NA	NA
Grunnen	Groningen	PROPN	90	NA	NA
en	en	CCONJ	90	NA	NA
in	in	ADP	90	NA	NA
Noordoostpolder	Noordoostpolder	PROPN	90	NA	NA
.	.	PUNCT	90	NA	NA
En	en	CCONJ	91	NA	NA
den	dan	ADV	91	NA	NA
is	zijn	AUX	91	NA	NA
der	er	ADV	91	NA	NA
nog	nog	ADV	91	NA	NA
de	de	DET	91	NA	NA
verrazzend	verrassend	NOUN	91	NA	NA
grode	groot	ADJ	91	NA	NA
Fraistoalege	Fraistoalege	ADJ	91	NA	NA
groep	gruipen	NOUN	91	NA	NA
in	in	ADP	91	NA	NA
t	het	DET	91	NA	NA
boetenlaand	boetenland	NOUN	91	NA	NA
,	,	PUNCT	91	NA	NA
dij	die	PRON	91	NA	NA
schat	schat	NOUN	91	NA	NA
wordt	worden	AUX	91	NA	NA
op	op	ADP	91	NA	NA
80.000	80.000	NUM	91	NA	NA
tot	tot	ADP	91	NA	NA
100.000	100.000	NUM	91	NA	NA
mìnsken	mìnssen	NOUN	91	NA	NA
tou	toe	ADP	91	NA	NA
.	.	PUNCT	91	NA	NA
Dat	dat	PRON	92	NA	NA
komt	komen	VERB	92	NA	NA
den	dan	ADV	92	NA	NA
oet	uit	ADP	92	NA	NA
op	op	ADP	92	NA	NA
minimoal	minimoal	ADV	92	NA	NA
600.000	600.000	NUM	92	NA	NA
Fraistoalegen	Fraistoalegen	PROPN	92	NA	NA
.	.	PUNCT	92	NA	NA
Doarnevven	Doarneffen	ADV	93	NA	NA
wordt	worden	AUX	93	NA	NA
Frais	Frais	PROPN	93	NA	NA
ook	ook	ADV	93	NA	NA
nog	nog	ADV	93	NA	NA
as	als	SCONJ	93	NA	NA
twijde	twee	ADJ	93	NA	NA
toal	taal	NOUN	93	NA	NA
proat	spreken	VERB	93	NA	NA
deur	door	ADP	93	NA	NA
sikkom	bijna	ADV	93	NA	NA
110.000	110.000	NUM	93	NA	NA
van	van	ADP	93	NA	NA
hoes	huis	NOUN	93	NA	NA
oet	uit	ADP	93	NA	NA
nait-Fraistoalege	nait-Fraistoalege	ADJ	93	NA	NA
inwoner	inwoder	NOUN	93	NA	NA
van	van	ADP	93	NA	NA
provìnzie	provìnzie	NOUN	93	NA	NA
Fraislaand	Fraisland	PROPN	93	NA	NA
.	.	PUNCT	93	NA	NA
			0	NA	NA
Van	van	ADP	94	NA	NA
de	de	DET	94	NA	NA
sikkom	bijna	ADV	94	NA	NA
630.000	630.000	NUM	94	NA	NA
inwoner	inwoder	NOUN	94	NA	NA
van	van	ADP	94	NA	NA
de	de	DET	94	NA	NA
provìnzie	provìnzie	NOUN	94	NA	NA
Fraislaand	Fraisland	PROPN	94	NA	NA
kin	kunnen	AUX	94	NA	NA
94	94	NUM	94	NA	NA
%	%	PUNCT	94	NA	NA
Frais	Frais	PROPN	94	NA	NA
verstoan	verstaan	VERB	94	NA	NA
,	,	PUNCT	94	NA	NA
74	74	NUM	94	NA	NA
%	%	PUNCT	94	NA	NA
Frais	Frais	PROPN	94	NA	NA
proaten	spreken	VERB	94	NA	NA
,	,	PUNCT	94	NA	NA
65	65	NUM	94	NA	NA
%	%	PUNCT	94	NA	NA
Frais	Frais	PROPN	94	NA	NA
lezen	lezen	VERB	94	NA	NA
en	en	CCONJ	94	NA	NA
17	17	NUM	94	NA	NA
%	%	PUNCT	94	NA	NA
Frais	Frais	PROPN	94	NA	NA
schrieven	schrijven	VERB	94	NA	NA
.	.	PUNCT	94	NA	NA
Der	er	ADV	95	NA	NA
worden	worden	AUX	95	NA	NA
aacht	aacht	ADJ	95	NA	NA
Fraise	Frees	ADJ	95	NA	NA
dialekten	dialekten	NOUN	95	NA	NA
onderschaaiden	onderscheiden	VERB	95	NA	NA
,	,	PUNCT	95	NA	NA
dij	die	PRON	95	NA	NA
onder	onder	ADP	95	NA	NA
mekoar	elkaar	PRON	95	NA	NA
vrij	vrij	ADJ	95	NA	NA
simpel	simpel	NOUN	95	NA	NA
verstoanboar	verstaanbaar	ADJ	95	NA	NA
binnen	zijn	AUX	95	NA	NA
.	.	PUNCT	95	NA	NA
Vijer	Vieuwer	ADJ	96	NA	NA
doarvan	gedaarvan	ADV	96	NA	NA
,	,	PUNCT	96	NA	NA
Klaaifrais	Klaaifrais	PROPN	96	NA	NA
,	,	PUNCT	96	NA	NA
Woldfrais	Woldfrais	PROPN	96	NA	NA
,	,	PUNCT	96	NA	NA
Zuudhouks	Zuudhouks	PROPN	96	NA	NA
en	en	CCONJ	96	NA	NA
Noordhouks	Noordhouks	PROPN	96	NA	NA
hebben	hebben	AUX	96	NA	NA
grode	groot	ADJ	96	NA	NA
verspraaiden	verspraaiden	VERB	96	NA	NA
en	en	CCONJ	96	NA	NA
worden	worden	AUX	96	NA	NA
deur	door	ADP	96	NA	NA
hail	heel	ADJ	96	NA	NA
inde	ende	ADJ	96	NA	NA
mìnsken	mìnssen	NOUN	96	NA	NA
proat	spreken	VERB	96	NA	NA
,	,	PUNCT	96	NA	NA
in	in	ADP	96	NA	NA
tieds	tieds	NOUN	96	NA	NA
dat	dat	SCONJ	96	NA	NA
de	de	DET	96	NA	NA
aander	ander	ADJ	96	NA	NA
vijer	vij	NOUN	96	NA	NA
,	,	PUNCT	96	NA	NA
Oosters	Ooster	INTJ	96	NA	NA
,	,	PUNCT	96	NA	NA
Hindelopsters	Hindelopster	INTJ	96	NA	NA
,	,	PUNCT	96	NA	NA
			0	NA	NA
Schèllngers	Schèllnger	NOUN	97	NA	NA
en	en	CCONJ	97	NA	NA
Aailaandsters	ailaandsters	PROPN	97	NA	NA
lokoal	lokaal	NOUN	97	NA	NA
proat	spreken	VERB	97	NA	NA
worden	worden	AUX	97	NA	NA
en	en	CCONJ	97	NA	NA
bekìnd	bekìnd	ADJ	97	NA	NA
binnen	zijn	AUX	97	NA	NA
bie	bij	ADP	97	NA	NA
lutje	klein	ADJ	97	NA	NA
gemainskoppen	gemainskop	NOUN	97	NA	NA
van	van	ADP	97	NA	NA
			0	NA	NA
hoogoet	hooguit	ADP	98	NA	NA
enkeld	enkele	DET	98	NA	NA
honderden	honderde	NOUN	98	NA	NA
mìnsken	mìnssen	VERB	98	NA	NA
.	.	PUNCT	98	NA	NA
Deur	door	ADP	99	NA	NA
heur	haar	PRON	99	NA	NA
isoloatsie	isoloatsie	NOUN	99	NA	NA
binnen	zijn	AUX	99	NA	NA
t	het	PRON	99	NA	NA
veuraal	vooral	ADV	99	NA	NA
dizze	deze	DET	99	NA	NA
vaaier	vier	NUM	99	NA	NA
minder	minder	ADV	99	NA	NA
sproken	sproken	VERB	99	NA	NA
dialekten	dialekten	NOUN	99	NA	NA
dij	die	PRON	99	NA	NA
t	het	PRON	99	NA	NA
maist	veel	ADV	99	NA	NA
van	van	ADP	99	NA	NA
Standerdfrais	Standerdfrais	PROPN	99	NA	NA
oafwieken	oafwieken	VERB	99	NA	NA
.	.	PUNCT	99	NA	NA
In	in	ADP	100	NA	NA
de	de	DET	100	NA	NA
lêste	lê	ADJ	100	NA	NA
helft	helft	NOUN	100	NA	NA
van	van	ADP	100	NA	NA
19e	19e	NOUN	100	NA	NA
en	en	CCONJ	100	NA	NA
eerste	een	ADJ	100	NA	NA
helt	hellen	NOUN	100	NA	NA
van	van	ADP	100	NA	NA
20e	20	NOUN	100	NA	NA
aiv	aiv	PROPN	100	NA	NA
is	zijn	AUX	100	NA	NA
Fraise	Frees	DET	100	NA	NA
standerdtoal	standerdtaal	NOUN	100	NA	NA
soamenstèld	soamenstèllen	VERB	100	NA	NA
.	.	PUNCT	100	NA	NA
Bie	bij	ADP	101	NA	NA
standerdisoatsie	standerdisoatsie	NOUN	101	NA	NA
van	van	ADP	101	NA	NA
